ORD;REGION;PROV;COMUNA;UNIDAD_EDUCATIVA;RAMA_EDUCACIONAL;DEP;L_M_N;L_M_PROMEDIO;L_M_MAXIMO;L_M_MINIMO;L_N;L_PROMEDIO;L_MAXIMO;L_MINIMO;M_N;M_PROMEDIO;M_MAXIMO;M_MINIMO;H_CS_N;H_CS_PROMEDIO;H_CS_MAXIMO;H_CS_MINIMO;C_N;C_PROMEDIO;C_MAXIMO;C_MINIMO;NOTAS_N;NOTAS_PROMEDIO;NOTAS_MAXIMO;NOTAS_MINIMO;RANK_N;RANK_PROMEDIO;RANK_MAXIMO;RANK_MINIMO;RBD
101;2;ANTOFAGASTA;ANTOFAGASTA;COLEGIO ADVENTISTA DE ANTOFAGASTA;HC - DIURNO;SUBVENC;59;487.15;651.5;312.0;59;479.24;669;231;59;495.07;634;282;20;486.90;616;264;49;453.86;584;261;59;594.71;801;395;59;607.05;850;395;341
102;2;ANTOFAGASTA;ANTOFAGASTA;COLEGIO CORAZON DE MARIA DE ANTOFAGASTA;HC - DIURNO;SUBVENC;71;517.79;766.5;351.0;71;513.06;716;289;71;522.52;817;330;32;526.56;691;374;49;497.65;737;309;71;555.66;775;404;71;561.32;803;404;356
103;2;ANTOFAGASTA;ANTOFAGASTA;COLEGIO EBEN EZER;HC - DIURNO;SUBVENC;37;496.99;628.5;288.0;37;484.84;618;289;37;509.14;668;259;29;494.21;620;307;28;443.50;587;261;38;588.61;736;387;38;596.26;759;387;12868
104;2;ANTOFAGASTA;ANTOFAGASTA;COLEGIO EVANGELICO JOSE LANCASTER;HC - DIURNO;SUBVENC;10;414.90;514.5;328.0;10;423.40;526;305;10;406.40;503;234;8;429.88;549;343;5;442.00;524;375;11;563.09;686;418;11;707.09;850;418;335
105;2;ANTOFAGASTA;ANTOFAGASTA;COLEGIO FEMENINO MADRE DEL ROSARIO;HC - DIURNO;SUBVENC;32;515.20;631.0;356.5;32;493.53;677;381;32;536.88;656;306;20;505.20;710;387;20;505.45;619;375;32;576.34;744;439;32;614.88;850;439;12802
106;2;ANTOFAGASTA;ANTOFAGASTA;COLEGIO INGLES SAN JOSE;HC - DIURNO;SUBVENC;114;582.13;713.0;402.0;114;568.66;736;422;114;595.61;768;374;47;568.49;794;449;82;586.57;703;462;114;522.28;773;369;114;529.71;839;369;342
107;2;ANTOFAGASTA;ANTOFAGASTA;COLEGIO PROVIDENCIA;HC - DIURNO;SUBVENC;67;480.75;679.5;346.0;67;474.27;653;289;67;487.24;706;306;38;473.84;591;343;44;454.41;626;328;69;522.48;754;371;69;533.93;836;371;12935
108;2;ANTOFAGASTA;ANTOFAGASTA;COLEGIO SAN AGUSTIN;HC - DIURNO;SUBVENC;92;590.45;753.0;466.5;92;577.76;762;422;92;603.13;801;480;30;621.50;751;457;71;605.87;799;490;92;551.14;779;416;92;563.43;850;416;12885
109;2;ANTOFAGASTA;ANTOFAGASTA;COLEGIO SANTA EMILIA;HC - DIURNO;SUBVENC;70;489.11;662.5;303.0;70;483.80;695;317;70;494.41;651;234;33;461.67;570;307;46;491.37;629;351;69;546.29;783;391;69;553.83;845;391;344
110;2;ANTOFAGASTA;ANTOFAGASTA;COLEGIO SANTA TERESITA;HC - DIURNO;SUBVENC;36;602.47;715.5;539.0;36;595.31;725;503;36;609.64;706;531;22;596.86;717;464;26;580.04;714;407;36;631.39;795;468;36;654.22;850;468;337
111;2;ANTOFAGASTA;ANTOFAGASTA;EAGLE SCHOOL N° 27;HC - DIURNO;SUBVENC;68;554.37;761.0;419.0;68;555.35;705;398;68;553.38;817;374;33;551.82;646;387;50;557.48;759;375;69;539.29;785;387;69;559.94;850;387;365
112;2;ANTOFAGASTA;ANTOFAGASTA;LICEO EXPERIMENTAL ARTISTICO Y DE APLICACION;HC - DIURNO;SUBVENC;102;496.43;745.0;320.5;102;505.66;850;242;102;487.21;659;234;52;501.58;717;359;56;460.25;626;235;106;538.01;775;340;106;546.22;820;340;336
113;2;ANTOFAGASTA;ANTOFAGASTA;LICEO PARTICULAR EBEN-EZER II;HC - DIURNO;SUBVENC;64;503.61;633.0;371.5;64;499.39;669;340;64;507.83;630;259;41;497.10;628;359;43;484.02;619;309;70;499.63;672;356;70;519.66;763;356;12891
114;2;ANTOFAGASTA;ANTOFAGASTA;NEWLAND BAPTIST COLLEGE;HC - DIURNO;SUBVENC;70;492.29;611.0;326.5;70;487.26;639;215;70;497.33;668;282;24;483.38;612;374;53;472.81;584;351;70;556.69;725;237;70;586.59;850;237;12977
115;2;ANTOFAGASTA;ANTOFAGASTA;NORTH COLLEGE;HC - DIURNO;SUBVENC;37;457.76;614.5;254.0;37;458.46;639;231;37;457.05;611;234;20;456.10;587;220;18;438.11;563;309;39;535.10;750;369;39;569.15;850;369;12970
116;2;ANTOFAGASTA;ANTOFAGASTA;THE ANTOFAGASTA BAPTIST COLLEGE;HC - DIURNO;SUBVENC;78;562.79;747.0;327.0;78;554.90;775;362;78;570.69;751;282;28;570.93;703;359;56;554.13;703;375;80;530.86;762;375;80;557.6;850;375;12963
117;2;ANTOFAGASTA;ANTOFAGASTA;THE GIANT SCHOOL ANTOFAGASTA;HC - DIURNO;SUBVENC;50;534.20;635.0;308.0;50;528.96;695;242;50;539.44;651;374;24;530.21;664;343;32;513.44;613;309;51;570.16;762;427;51;581.37;844;427;12958
118;2;ANTOFAGASTA;MEJILLONES;COMPLEJO EDUC. JUAN JOSE LATORRE BENAVENTE;HC - DIURNO;MUNICIPAL;23;440.63;622.0;299.5;23;449.83;695;305;23;431.43;579;259;11;452.00;628;343;17;428.65;563;309;27;611.78;744;449;27;626.44;791;449;367
119;2;ANTOFAGASTA;TALTAL;LICEO JUAN CORTES-MONROY CORTES;HC - DIURNO;MUNICIPAL;67;440.57;586.5;261.5;67;424.18;625;242;67;456.97;597;234;20;449.10;574;286;52;439.87;644;261;69;604.65;801;412;69;617.61;845;412;373
120;3;CHAÑARAL;CHAÑARAL;LICEO FEDERICO VARELA DE CHAÑARAL A-1;HC - DIURNO;MUNICIPAL;47;483.62;658.5;305.5;47;486.74;677;305;47;480.49;651;259;23;443.52;562;264;36;478.00;605;328;49;596.12;773;385;49;603.78;804;385;379
121;3;CHAÑARAL;CHAÑARAL;COLEGIO HISPANOAMERICA;HC - DIURNO;SUBVENC;14;438.11;586.5;323.0;14;444.71;633;237;14;431.50;540;282;6;422.33;587;286;12;436.58;598;328;14;621.29;795;453;14;636.07;836;453;13178
122;3;CHAÑARAL;DIEGO DE ALMAGRO;LICEO MANUEL MAGALHAES MEDLING;HC - DIURNO;MUNICIPAL;34;490.09;648.5;305.5;34;503.85;653;329;34;476.32;644;259;23;492.09;674;237;23;474.17;666;285;38;576.24;795;305;38;586.34;850;305;384
123;3;CHAÑARAL;DIEGO DE ALMAGRO;LICEO DIEGO DE ALMEIDA;HC - DIURNO;SUBVENC;55;534.63;703.0;385.5;55;514.75;705;329;55;554.51;817;393;19;494.53;607;359;45;546.49;788;328;58;568.91;758;420;58;577.21;796;420;392
124;3;COPIAPO;COPIAPO;LICEO DE MUSICA;HC - DIURNO;MUNICIPAL;62;539.34;671.5;416.5;62;541.15;716;372;62;537.53;671;374;36;539.50;836;374;38;496.97;647;230;63;494.05;651;377;63;511.63;749;377;415
125;3;COPIAPO;COPIAPO;LICEO EL PALOMAR;HC - DIURNO;MUNICIPAL;21;426.86;569.5;305.5;21;428.38;582;274;21;425.33;564;282;16;429.38;612;220;8;415.13;524;309;39;463.62;653;375;39;518.92;850;375;13168
126;3;COPIAPO;COPIAPO;LICEO JOSE ANTONIO CARVAJAL;HC - DIURNO;MUNICIPAL;23;438.83;586.0;281.5;23;449.48;613;257;23;428.17;627;226;12;479.50;616;326;17;411.82;563;285;32;479.06;676;320;32;549.53;850;320;399
127;3;COPIAPO;COPIAPO;LICEO MERCEDES FRITIS  MACKENNEY;HC - DIURNO;MUNICIPAL;66;425.78;552.0;293.0;66;429.89;606;231;66;421.67;592;234;49;424.14;607;264;24;408.54;559;235;76;426.91;665;328;76;434.84;799;328;400
128;3;COPIAPO;COPIAPO;COLEGIO ALMENAR DE COPIAPO;HC - DIURNO;PAGADO;12;605.92;654.5;487.5;12;600.08;669;531;12;611.75;668;438;5;622.60;743;471;8;601.25;660;539;13;586.54;748;414;13;649.15;850;414;13149
129;3;COPIAPO;COPIAPO;COLEGIO PARTICULAR SAN LORENZO;HC - DIURNO;PAGADO;62;656.74;787.5;539.0;62;644.39;807;496;62;669.10;817;545;20;669.55;780;570;44;656.30;829;517;62;694.00;818;542;62;705.4;850;542;13117
130;3;COPIAPO;COPIAPO;SCUOLA ITALIANA  DI  COPIAPO;HC - DIURNO;PAGADO;20;630.38;717.0;554.5;20;620.30;775;520;20;640.45;751;545;12;700.83;794;558;8;648.63;703;553;21;642.76;799;494;21;683.29;850;494;13125
131;3;COPIAPO;COPIAPO;COLEGIO ADVENTISTA DE COPIAPO;HC - DIURNO;SUBVENC;60;488.08;618.5;323.5;60;492.88;618;317;60;483.28;651;282;30;462.63;637;237;34;468.00;595;285;66;560.73;748;404;66;572.47;800;404;433
132;3;COPIAPO;COPIAPO;COLEGIO CERVANTINO;HC - DIURNO;SUBVENC;37;522.38;645.0;427.5;37;498.46;705;340;37;546.30;656;438;12;561.25;726;399;30;547.97;686;407;38;522.89;700;395;38;554.05;839;395;13188
133;3;COPIAPO;COPIAPO;COLEGIO SAN AGUSTIN DE ATACAMA;HC - DIURNO;SUBVENC;77;559.40;705.5;429.0;77;556.31;775;398;77;562.49;727;374;33;550.15;780;399;49;561.41;778;392;78;510.15;766;371;78;530.71;850;371;13112
134;3;COPIAPO;COPIAPO;ESCUELA TECNICO PROFESIONAL;HC - DIURNO;SUBVENC;81;585.96;820.5;341.5;81;579.86;807;274;81;592.05;834;374;60;573.73;766;359;61;559.39;744;392;81;570.25;801;410;81;579.01;850;410;437
135;3;COPIAPO;COPIAPO;LICEO CATOLICO ATACAMA;HC - DIURNO;SUBVENC;124;563.00;727.5;411.5;124;548.66;749;305;124;577.34;768;425;71;541.56;703;326;99;553.20;778;351;126;548.64;805;280;126;561.83;850;280;429
136;3;COPIAPO;COPIAPO;LICEO POLITECNICO BELEN;HC - DIURNO;SUBVENC;20;515.90;666.5;407.0;20;518.50;716;389;20;513.30;617;409;13;516.54;616;457;11;457.55;559;285;20;581.35;758;443;20;588;792;443;430
137;3;COPIAPO;COPIAPO;LICEO SAGRADO CORAZON;HC - DIURNO;SUBVENC;52;506.04;643.5;331.0;52;513.67;695;237;52;498.40;614;374;38;507.11;650;243;19;466.47;595;224;57;552.35;791;404;57;581.68;850;404;431
138;3;COPIAPO;CALDERA;LICEO MANUEL BLANCO ENCALADA;HC - DIURNO;MUNICIPAL;23;392.43;510.5;262.0;23;386.26;571;242;23;398.61;557;282;16;425.94;579;307;11;455.55;524;351;24;473.54;614;371;24;478.79;677;371;438
139;3;COPIAPO;CALDERA;COLEGIO PARROQUIAL PADRE NEGRO;HC - DIURNO;SUBVENC;34;524.74;681.0;419.0;34;526.26;725;398;34;523.21;637;374;19;540.95;685;430;27;520.33;633;375;35;573.77;764;404;35;584.31;850;404;440
140;3;COPIAPO;CALDERA;COLEGIO PARTICULAR CALDERA;HC - DIURNO;SUBVENC;15;474.50;620.0;297.5;15;473.60;661;289;15;475.40;637;306;11;476.27;646;286;15;441.87;591;235;16;507.63;698;373;16;526.38;846;373;13103
141;3;HUASCO;VALLENAR;LICEO PEDRO TRONCOSO MACHUCA;HC - DIURNO;MUNICIPAL;187;428.01;612.5;250.5;187;426.89;661;226;187;429.12;630;226;92;417.43;574;220;124;428.15;653;235;195;540.31;781;350;195;552.65;850;350;448
142;3;HUASCO;VALLENAR;COLEGIO AMBROSIO O'HIGGINS;HC - DIURNO;PAGADO;18;606.42;690.0;476.0;18;579.22;669;464;18;633.61;719;488;9;611.33;726;457;13;597.15;730;437;18;694.22;809;486;18;715.94;850;486;11035
143;3;HUASCO;VALLENAR;LICEO SAN FRANCISCO;HC - DIURNO;SUBVENC;113;513.15;693.0;355.0;113;508.63;762;305;113;517.68;741;330;60;512.37;735;326;78;506.72;693;328;113;566.06;787;305;113;575.97;850;305;479
144;3;HUASCO;VALLENAR;LICEO SANTA MARTA;HC - DIURNO;SUBVENC;77;573.61;836.5;388.5;77;563.68;839;352;77;583.55;834;374;57;562.75;743;387;60;549.52;778;351;77;595.21;805;410;77;606.51;850;410;478
145;3;HUASCO;FREIRINA;LICEO GENERAL RAMON FREIRE SERRANO;HC - DIURNO;MUNICIPAL;8;432.31;629.5;271.5;8;426.38;695;237;8;438.25;597;306;4;436.50;726;307;5;422.20;598;309;8;634.38;748;457;8;654.38;793;457;11038
146;3;HUASCO;HUASCO;LICEO JAPON;HC - DIURNO;MUNICIPAL;36;442.88;620.5;331.5;36;440.69;601;289;36;445.06;681;282;17;445.24;525;286;20;441.20;650;261;35;571.69;805;402;35;586.23;850;402;486
147;4;ELQUI;LA SERENA;COLEGIO GABRIEL GONZALEZ VIDELA;HC - DIURNO;MUNICIPAL;56;441.40;567.5;254.0;56;437.71;639;274;56;445.09;589;226;25;433.04;624;326;35;446.54;563;309;59;499.25;667;383;59;506.08;711;383;530
148;4;ELQUI;LA SERENA;COLEGIO JOSE MANUEL BALMACEDA;HC - DIURNO;MUNICIPAL;32;534.64;746.0;411.5;32;518.09;797;362;32;551.19;751;409;24;553.63;703;399;19;544.37;660;422;31;595.81;762;455;31;643.45;850;455;526
149;4;ELQUI;LA SERENA;COLEGIO JOSE MIGUEL CARRERA;HC - DIURNO;MUNICIPAL;15;455.77;574.5;341.0;15;454.80;613;289;15;456.73;611;306;12;440.08;587;286;4;527.50;584;490;17;520.24;713;414;17;545.35;843;414;535
150;4;ELQUI;LA SERENA;LICEO GABRIELA MISTRAL;HC - DIURNO;MUNICIPAL;54;436.81;686.5;266.5;54;424.06;705;242;54;449.57;668;259;27;417.70;545;286;27;401.48;613;285;64;493.47;814;363;64;498.05;850;363;516
151;4;ELQUI;LA SERENA;LICEO GREGORIO CORDOVEZ;HC - DIURNO;MUNICIPAL;73;490.29;582.0;351.5;73;493.82;661;329;73;486.75;607;259;33;507.45;633;307;50;465.34;605;261;75;503.87;696;332;75;514.29;764;332;517
152;4;ELQUI;LA SERENA;COLEGIO AGUILA MAYOR;HC - DIURNO;PAGADO;23;542.78;763.0;426.0;23;523.83;725;372;23;561.74;801;450;8;530.13;655;420;16;541.75;778;407;23;583.70;805;439;23;630.57;850;439;13527
153;4;ELQUI;LA SERENA;COLEGIO ALEMAN - LA SERENA;HC - DIURNO;PAGADO;36;658.19;793.0;516.0;36;626.00;818;464;36;690.39;834;568;21;648.29;836;525;21;666.71;799;559;36;678.44;781;538;36;700.86;850;538;13300
154;4;ELQUI;LA SERENA;COLEGIO INGLES CATOLICO LA SERENA;HC - DIURNO;PAGADO;35;604.54;740.5;478.0;35;583.83;775;389;35;625.26;801;515;12;633.17;735;359;26;586.12;718;392;35;584.00;799;410;35;593.31;840;410;591
155;4;ELQUI;LA SERENA;COLEGIO MONTEGRANDE;HC - DIURNO;PAGADO;11;451.27;566.0;317.5;11;439.73;554;329;11;462.82;601;306;4;409.50;565;343;8;494.25;595;328;12;467.58;599;354;12;520.25;831;354;13437
156;4;ELQUI;LA SERENA;COLEGIO PARTICULAR N° 26 SERENA;HC - DIURNO;PAGADO;30;657.83;820.5;550.5;30;644.17;807;514;30;671.50;834;536;16;673.69;822;574;21;664.19;778;545;30;613.53;760;418;30;620.67;805;418;587
157;4;ELQUI;LA SERENA;COLEGIO SAN JOAQUIN;HC - DIURNO;PAGADO;54;606.75;740.5;471.5;54;612.57;775;407;54;600.93;768;438;27;628.30;751;471;38;619.42;778;517;56;597.91;779;408;56;607.2;829;408;13434
158;4;ELQUI;LA SERENA;SCUOLA ITALIANA ALCIDE DE GASPERI;HC - DIURNO;PAGADO;30;651.40;791.5;520.0;30;645.60;762;520;30;657.20;834;515;16;648.88;836;374;19;645.16;799;545;30;646.67;768;521;30;675.83;850;521;13319
159;4;ELQUI;LA SERENA;THE INTERNATIONAL SCHOOL LA SERENA;HC - DIURNO;PAGADO;27;662.07;756.5;571.0;27;673.04;786;508;27;651.11;734;496;17;675.94;822;570;14;674.07;778;580;27;644.33;742;505;27;661.33;789;505;585
160;4;ELQUI;LA SERENA;COLEGIO  TRINITY  SCHOOL;HC - DIURNO;SUBVENC;17;552.18;683.5;424.0;17;555.00;677;398;17;549.35;690;450;9;580.33;641;508;12;572.83;690;510;17;625.06;744;515;17;682.18;850;515;13305
161;4;ELQUI;LA SERENA;COLEGIO ADVENTISTA MARANATA;HC - DIURNO;SUBVENC;59;510.65;671.5;311.5;59;500.66;695;317;59;520.64;706;282;27;509.67;703;237;38;507.87;718;309;64;566.52;742;383;64;576.41;793;383;565
162;4;ELQUI;LA SERENA;COLEGIO ALBERT EINSTEIN;HC - DIURNO;SUBVENC;61;567.37;721.0;434.0;61;558.16;736;416;61;576.57;741;438;25;545.28;650;326;46;560.61;788;261;62;527.32;758;393;62;535.6;807;393;13356
163;4;ELQUI;LA SERENA;COLEGIO AMERICANO;HC - DIURNO;SUBVENC;24;436.58;566.0;316.5;24;433.08;565;274;24;440.08;589;226;12;487.75;637;374;13;444.15;529;375;26;494.92;717;383;26;513.88;840;383;13344
164;4;ELQUI;LA SERENA;COLEGIO ANDRES BELLO - PAMPA;HC - DIURNO;SUBVENC;92;613.68;817.5;380.5;92;593.54;818;352;92;633.83;834;409;43;583.02;696;359;79;595.39;768;351;91;560.69;787;387;91;578.07;850;387;13450
165;4;ELQUI;LA SERENA;COLEGIO ANDRES BELLO N° 52;HC - DIURNO;SUBVENC;87;589.53;739.0;387.5;87;590.84;807;422;87;588.22;801;353;38;584.87;735;420;66;591.82;768;392;88;541.49;729;383;88;554.18;795;383;582
166;4;ELQUI;LA SERENA;COLEGIO ARTISTICO CULTURAL FORM-ARTE;HC - DIURNO;SUBVENC;14;471.46;628.5;345.5;14;464.93;606;317;14;478.00;651;330;9;479.89;570;440;9;490.44;633;375;17;529.47;748;431;17;588.47;850;431;13416
167;4;ELQUI;LA SERENA;COLEGIO BERNARDO O'HIGGINS;HC - DIURNO;SUBVENC;91;442.09;561.0;238.0;91;438.09;613;226;91;446.09;607;234;38;457.39;650;286;61;450.39;580;285;93;506.27;727;313;93;530.54;850;313;40298
168;4;ELQUI;LA SERENA;COLEGIO CERRO GRANDE;HC - DIURNO;SUBVENC;25;542.72;717.0;404.5;25;535.52;775;372;25;549.92;668;393;9;558.67;735;399;20;560.95;690;437;25;600.16;766;484;25;610.56;800;484;13535
169;4;ELQUI;LA SERENA;COLEGIO CERVANTES;HC - DIURNO;SUBVENC;36;477.88;605.0;312.0;36;481.06;646;231;36;474.69;620;306;13;508.08;603;343;25;459.00;640;375;39;537.36;787;352;39;543.1;824;352;13574
170;4;ELQUI;LA SERENA;COLEGIO FRANCISCO PALAU;HC - DIURNO;SUBVENC;31;549.84;650.0;440.0;31;520.23;625;416;31;579.45;706;450;15;540.47;591;440;24;514.21;666;351;31;522.06;651;435;31;526.9;686;435;13372
171;4;ELQUI;LA SERENA;COLEGIO LIBERTADOR SIMON BOLIVAR;HC - DIURNO;SUBVENC;26;504.60;603.0;352.0;26;510.62;661;398;26;498.58;630;306;19;516.16;710;420;9;525.22;567;481;27;543.44;814;402;27;560.56;850;402;11157
172;4;ELQUI;LA SERENA;COLEGIO MARIA EDUCA;HC - DIURNO;SUBVENC;44;541.97;721.0;357.0;44;529.84;786;340;44;554.09;817;374;18;530.50;710;359;31;548.10;682;407;44;571.93;768;406;44;587.61;847;406;13446
173;4;ELQUI;LA SERENA;COLEGIO N°1 SAN ANTONIO;HC - DIURNO;SUBVENC;39;534.68;828.5;392.5;39;541.38;807;305;39;527.97;850;409;19;514.42;703;307;26;521.73;768;309;39;511.82;764;385;39;525.26;850;385;568
174;4;ELQUI;LA SERENA;COLEGIO PARTICULAR GERONIMO RENDIC;HC - DIURNO;SUBVENC;113;633.34;789.5;479.0;113;612.83;807;398;113;653.84;834;503;40;648.75;794;491;84;626.32;799;422;113;587.81;785;377;113;599.04;845;377;580
175;4;ELQUI;LA SERENA;COLEGIO PARTICULAR N° 4 ELENA BETTINI;HC - DIURNO;SUBVENC;34;511.26;588.0;395.0;34;501.74;618;372;34;520.79;627;409;13;505.00;641;374;24;489.67;563;375;35;549.31;686;427;35;553.34;721;427;570
176;4;ELQUI;LA SERENA;COLEGIO PIERROT;HC - DIURNO;SUBVENC;13;448.04;570.0;366.5;13;448.00;565;317;13;448.08;614;282;10;508.70;591;387;4;486.25;584;407;15;516.93;727;385;15;570.47;850;385;13330
177;4;ELQUI;LA SERENA;COLEGIO SAGRADOS CORAZONES;HC - DIURNO;SUBVENC;50;601.87;727.5;505.5;50;596.14;736;477;50;607.60;768;471;26;624.19;836;485;27;610.30;708;524;50;584.22;793;457;50;609.9;850;457;583
178;4;ELQUI;LA SERENA;COLEGIO SAN JOSE N° 7;HC - DIURNO;SUBVENC;87;532.93;677.0;382.5;87;506.32;736;340;87;559.54;701;353;53;514.40;766;264;75;517.21;666;351;86;523.45;781;389;86;534.9;850;389;590
179;4;ELQUI;LA SERENA;COLEGIO SAN LUCAS;HC - DIURNO;SUBVENC;13;514.54;577.5;388.5;13;495.08;576;329;13;534.00;624;425;8;510.25;607;410;11;511.45;580;462;13;487.92;665;414;13;507.23;837;414;13426
180;4;ELQUI;LA SERENA;COLEGIO SAN NICOLAS;HC - DIURNO;SUBVENC;31;536.92;689.5;373.0;31;517.52;749;340;31;556.32;701;374;22;528.23;703;343;19;526.95;602;422;31;495.32;649;404;31;499.71;709;404;13360
181;4;ELQUI;LA SERENA;COLEGIO SANTO TOMAS DEL VALLE;HC - DIURNO;SUBVENC;34;610.72;746.0;510.0;34;621.88;797;484;34;599.56;727;480;16;648.56;794;514;21;623.86;703;490;34;577.71;727;437;34;601.94;819;437;13388
182;4;ELQUI;LA SERENA;COLEGIO TERESA VIDELA DE GONZALEZ;HC - DIURNO;SUBVENC;65;557.22;715.0;416.5;65;548.31;695;372;65;566.12;817;374;20;522.25;641;399;51;534.78;690;351;66;556.44;723;412;66;577.3;821;412;573
183;4;ELQUI;LA SERENA;COLEGIO VALENTIN LETELIER;HC - DIURNO;SUBVENC;52;470.93;722.0;323.5;52;459.69;725;289;52;482.17;719;219;31;455.48;587;307;27;487.70;703;351;54;488.13;803;350;54;503.04;850;350;13503
184;4;ELQUI;LA SERENA;ESCUELA EXPERIMENTAL DE MUSICA JORGE PEÑA H.;HC - DIURNO;SUBVENC;41;531.76;696.5;362.5;41;519.17;725;317;41;544.34;727;330;19;504.95;633;264;24;537.50;718;309;40;574.78;766;377;40;601.53;850;377;581
185;4;ELQUI;LA SERENA;LICEO PADRE COLL;HC - DIURNO;SUBVENC;69;511.46;665.5;393.5;69;506.33;685;362;69;516.58;706;374;33;532.82;680;387;42;497.71;633;375;69;542.32;756;393;69;558.75;834;393;13537
186;4;ELQUI;LA SERENA;SAINT JOHN`S SCHOOL;HC - DIURNO;SUBVENC;60;521.50;645.0;317.0;60;515.43;646;274;60;527.57;741;259;31;502.19;664;243;31;530.39;663;351;60;534.55;727;393;60;551.97;817;393;13384
187;4;ELQUI;LA SERENA;SEMINARIO CONCILIAR;HC - DIURNO;SUBVENC;121;578.21;785.0;426.5;121;576.12;775;389;121;580.31;834;409;54;580.52;710;410;81;580.69;788;392;122;538.35;789;352;122;549.91;850;352;579
188;4;ELQUI;COQUIMBO;COLEGIO CLAUDIO ARRAU;HC - DIURNO;MUNICIPAL;63;458.98;668.5;311.5;63;453.54;736;257;63;464.43;706;306;34;457.65;646;307;38;445.08;653;285;69;490.32;750;373;69;502.52;850;373;613
189;4;ELQUI;COQUIMBO;LICEO CARMEN AURORA RODRIGUEZ H.;HC - DIURNO;MUNICIPAL;12;448.50;675.0;312.0;12;435.83;736;231;12;461.17;614;353;8;442.38;620;237;5;466.40;595;375;22;511.18;729;356;22;549.64;850;356;13461
190;4;ELQUI;COQUIMBO;LICEO DE CS. Y HDES. SAN JOSE MARIA ESCRIVA DE B.;HC - DIURNO;MUNICIPAL;61;484.52;659.5;323.5;61;478.48;685;317;61;490.57;634;306;36;458.94;650;243;44;471.80;690;219;66;515.50;758;344;66;535.71;850;344;13561
191;4;ELQUI;COQUIMBO;LICEO DIEGO PORTALES;HC - DIURNO;MUNICIPAL;30;423.60;574.5;258.0;30;422.53;618;210;30;424.67;545;282;11;437.45;607;264;20;432.30;580;285;32;480.72;713;373;32;493.19;831;373;611
192;4;ELQUI;COQUIMBO;COLEGIO  SAINT MARY SCHOOL  N°  169;HC - DIURNO;SUBVENC;25;572.26;784.5;420.5;25;569.76;818;372;25;574.76;751;409;14;535.57;691;326;19;550.00;730;351;26;639.88;791;492;26;668.04;850;492;13332
193;4;ELQUI;COQUIMBO;COLEGIO ALTAZOR;HC - DIURNO;SUBVENC;42;490.06;654.5;293.5;42;493.48;685;257;42;486.64;624;259;29;512.76;680;343;25;504.96;629;285;45;538.80;783;387;45;565.44;850;387;13491
194;4;ELQUI;COQUIMBO;COLEGIO BASICO SAN LUIS;HC - DIURNO;SUBVENC;10;403.45;462.0;341.5;10;410.80;531;274;10;396.10;480;330;5;420.60;535;264;5;359.80;462;219;13;468.69;622;399;13;484.85;753;399;13626
195;4;ELQUI;COQUIMBO;COLEGIO BERNARDO O'HIGGINS;HC - DIURNO;SUBVENC;112;444.05;710.5;290.5;112;433.40;653;242;112;454.71;768;219;53;423.92;637;226;78;432.54;693;261;118;511.91;797;352;118;522.08;850;352;646
196;4;ELQUI;COQUIMBO;COLEGIO CALASANZ N° 136;HC - DIURNO;SUBVENC;35;523.46;688.0;383.5;35;517.74;695;317;35;529.17;681;393;15;542.67;685;410;24;538.38;609;462;35;510.94;762;348;35;547.97;850;348;11145
197;4;ELQUI;COQUIMBO;COLEGIO CRISTOBAL COLON;HC - DIURNO;SUBVENC;29;479.62;647.5;323.5;29;473.17;661;289;29;486.07;634;330;16;453.69;591;264;18;492.17;613;351;29;507.66;727;406;29;527.17;835;406;13314
198;4;ELQUI;COQUIMBO;COLEGIO DEL ALBA;HC - DIURNO;SUBVENC;57;581.32;758.0;412.5;57;588.21;775;372;57;574.44;741;409;18;631.61;735;553;43;569.56;730;422;59;587.03;760;408;59;606.31;850;408;13370
199;4;ELQUI;COQUIMBO;COLEGIO DIEGO DE ALMEYDA;HC - DIURNO;SUBVENC;30;460.18;613.0;364.0;30;461.80;589;340;30;458.57;637;306;26;459.73;637;359;9;463.89;545;375;30;506.27;711;391;30;517.33;810;391;11144
200;4;ELQUI;COQUIMBO;COLEGIO DISCOVERY SCHOOL;HC - DIURNO;SUBVENC;25;436.16;561.0;269.5;25;426.36;594;242;25;445.96;560;234;17;446.47;603;286;11;447.00;545;328;26;472.46;645;383;26;499.19;820;383;13621
201;4;ELQUI;COQUIMBO;COLEGIO ESPAÑOL;HC - DIURNO;SUBVENC;22;403.84;499.5;226.0;22;394.41;503;226;22;413.27;526;226;18;439.83;558;307;15;415.53;510;285;22;439.77;633;296;22;473.59;850;296;13445
202;4;ELQUI;COQUIMBO;COLEGIO GABRIELA MISTRAL;HC - DIURNO;SUBVENC;65;501.97;679.0;290.0;65;500.29;705;274;65;503.65;719;282;30;528.43;680;387;40;509.88;686;235;67;566.49;785;350;67;586.94;850;350;649
203;4;ELQUI;COQUIMBO;COLEGIO KID'S WORLD SCHOOL;HC - DIURNO;SUBVENC;44;538.67;758.5;374.5;44;530.57;749;329;44;546.77;768;353;18;550.11;751;420;29;529.00;718;351;46;516.63;787;350;46;547.8;850;350;13361
